+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                    ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder26|altpriority_encoder28    ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder26|altpriority_encoder27    ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder26                          ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder25|altpriority_encoder28    ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder25|altpriority_encoder27    ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder25                          ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23                                                ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|trailing_zeros_cnt|altpriority_encoder21                                                                      ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|trailing_zeros_cnt                                                                                            ; 32    ; 9              ; 0            ; 9              ; 5      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12|altpriority_encoder14     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12|altpriority_encoder13     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11|altpriority_encoder14     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11|altpriority_encoder13     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20                                                 ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12|altpriority_encoder14     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12|altpriority_encoder13     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11|altpriority_encoder14     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11|altpriority_encoder13     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19                                                 ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder8                                                                       ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16|altpriority_encoder14      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16|altpriority_encoder13      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16                            ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15|altpriority_encoder18      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15|altpriority_encoder17      ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15                            ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9                                                  ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder10|altpriority_encoder12|altpriority_encoder14     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder10|altpriority_encoder12|altpriority_encoder13     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder10|altpriority_encoder12                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder10|altpriority_encoder11|altpriority_encoder14     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder10|altpriority_encoder11|altpriority_encoder13     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder10|altpriority_encoder11                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder10                                                 ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt|altpriority_encoder7                                                                       ; 16    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|leading_zeroes_cnt                                                                                            ; 32    ; 7              ; 0            ; 7              ; 5      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|rbarrel_shift                                                                                                 ; 31    ; 2              ; 0            ; 2              ; 26     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component|lbarrel_shift                                                                                                 ; 34    ; 3              ; 0            ; 3              ; 26     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block|fpadd_altfp_add_sub_8oj_component                                                                                                               ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|adder_block                                                                                                                                                 ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|mult_block|fpmul_altfp_mult_0fo_component|man_product2_mult|auto_generated                                                                                  ; 50    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|mult_block|fpmul_altfp_mult_0fo_component|man_round_adder|auto_generated                                                                                    ; 50    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|mult_block|fpmul_altfp_mult_0fo_component|exp_bias_subtr|auto_generated                                                                                     ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|mult_block|fpmul_altfp_mult_0fo_component|exp_adj_adder|auto_generated                                                                                      ; 21    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|mult_block|fpmul_altfp_mult_0fo_component|exp_add_adder|auto_generated                                                                                      ; 22    ; 0              ; 1            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|mult_block|fpmul_altfp_mult_0fo_component                                                                                                                   ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|mult_block                                                                                                                                                  ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|sq_block|fpmul_altfp_mult_0fo_component|man_product2_mult|auto_generated                                                                                    ; 50    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|sq_block|fpmul_altfp_mult_0fo_component|man_round_adder|auto_generated                                                                                      ; 50    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|sq_block|fpmul_altfp_mult_0fo_component|exp_bias_subtr|auto_generated                                                                                       ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|sq_block|fpmul_altfp_mult_0fo_component|exp_adj_adder|auto_generated                                                                                        ; 21    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|sq_block|fpmul_altfp_mult_0fo_component|exp_add_adder|auto_generated                                                                                        ; 22    ; 0              ; 1            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|sq_block|fpmul_altfp_mult_0fo_component                                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|sq_block                                                                                                                                                    ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|below_bias_value|auto_generated                                                                             ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|exponent_value|auto_generated                                                                               ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|add_sub6|auto_generated                                                                                     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|add_sub5|auto_generated                                                                                     ; 24    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|add_sub4|auto_generated                                                                                     ; 24    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|add_sub1|auto_generated                                                                                     ; 62    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12|altpriority_encoder14 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12|altpriority_encoder13 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11|altpriority_encoder14 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11|altpriority_encoder13 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder20                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12|altpriority_encoder14 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12|altpriority_encoder13 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11|altpriority_encoder14 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11|altpriority_encoder13 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8|altpriority_encoder19                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder8                                                                   ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16|altpriority_encoder14  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16|altpriority_encoder13  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15|altpriority_encoder18  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15|altpriority_encoder17  ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder9                                              ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder10|altpriority_encoder12|altpriority_encoder14 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder10|altpriority_encoder12|altpriority_encoder13 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder10|altpriority_encoder12                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder10|altpriority_encoder11|altpriority_encoder14 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|sum_vector_0|cordic_blk|cosine_blk|C2|fx2fp_altfp_convert_h6n_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder10|altpriority_encoder11|altpriority_encoder13 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
